"Classification","Business_Name","Title","Address","Suburb","Postcode","State","Country","Distance","GLA"
"Supermarket and Grocery Stores","Coles","Coles Gungahlin","Hibberson St & Gungahlin Place, Gungahlin, ACT, 2912","Gungahlin","2912","Australian Capital Territory","Australia","1813.78","6500"
"Supermarket and Grocery Stores","Coles","Coles Scone","209 Kelly St, Scone, NSW, 2337","Scone","2337","New South Wales","Australia","1814.26","2700"
"Supermarket and Grocery Stores","Coles","Coles Dickson","36 Badham Street","Dickson","2602","Australian Capital Territory","Australia","1817.63","3200"
"Supermarket and Grocery Stores","Coles","Coles Curtin","51 Curtin Place, Curtin, ACT, 2605","Curtin","2605","Australian Capital Territory","Australia","1817.69","2200"
"Supermarket and Grocery Stores","Coles","Coles Moe","92 Albert St, Moe, VIC, 3825","Moe","3825","Victoria","Australia","1818.56","3000"
"Supermarket and Grocery Stores","Coles","Coles Canberra Civic","Bunda St & Petrie St, Canberra City, ACT, 2601","City","2601","Australian Capital Territory","Australia","1818.91","3700"
"Supermarket and Grocery Stores","Coles","Coles Woden","Cnr Melrose & Hindmarsh Drives, Phillip, ACT, 2606","Phillip","2606","Australian Capital Territory","Australia","1819.05","3400"
"Supermarket and Grocery Stores","Coles","Coles Manuka","Franklin Street & Flinders Way, Griffith, ACT, 2603","Griffith","2603","Australian Capital Territory","Australia","1821.41","3500"
"Supermarket and Grocery Stores","Coles","Coles Tuggeranong","Pitman St & Ankertell St, Tuggeranong, ACT, 2900","Greenway","2900","Australian Capital Territory","Australia","1821.68","3500"
"Supermarket and Grocery Stores","Coles","Coles Wanniassa","12 Sangster Pl, Wanniassa, ACT, 2903","Wanniassa","2903","Australian Capital Territory","Australia","1821.79","1500"
"Supermarket and Grocery Stores","Coles","Coles Albany","38-56 Albany Hwy, Albany, WA, 6330","Albany","6330","Western Australia","Australia","1823.7","3900"
"Supermarket and Grocery Stores","Coles","Coles Albany (orana)","Albany Hwy, Orana, WA, 6330","Orana","6330","Western Australia","Australia","1824.19","3200"
"Supermarket and Grocery Stores","Coles","Coles Sth Muswellbrook","19 - 29 Rutherford Rd, Muswellbrook South, NSW, 2333","Muswellbrook","2333","New South Wales","Australia","1825.06","2900"
"Supermarket and Grocery Stores","Coles","Coles Glenvale","Glenvale Rd & Greenwattle St, Glenvale, QLD, 4350","Glenvale","4350","Queensland","Australia","1825.86","3300"
"Supermarket and Grocery Stores","Coles","Coles Chisholm","42 Halley St, Chisholm, ACT, 2905","Chisholm","2905","Australian Capital Territory","Australia","1826.36","2700"
"Supermarket and Grocery Stores","Coles","Coles Wilsonton","Hooper St, Wilsonton, QLD, 4350","Wilsonton","4350","Queensland","Australia","1826.93","3600"
"Supermarket and Grocery Stores","Coles","Coles Clifford Gardens","Cnr Anzac Av & James St, Toowoomba, QLD, 4350","Newtown","4350","Queensland","Australia","1827.5","3400"
"Supermarket and Grocery Stores","Coles","Coles Toowoomba Grand Central","Margaret St & Clifford St, Toowoomba City, QLD, 4350","Toowoomba City","4350","Queensland","Australia","1829.14","3800"
"Supermarket and Grocery Stores","Coles","Coles Toowoomba South","Ruthven St & Stenner St, Toowoomba, QLD, 4350","Kearneys Spring","4350","Queensland","Australia","1829.35","3600"
"Supermarket and Grocery Stores","Coles","Coles Toowoomba North","Cnr North St & Ruthven St, Toowoomba North, QLD, 4350","Harlaxton","4350","Queensland","Australia","1829.64","3200"
"Supermarket and Grocery Stores","Coles","Coles Mundaring","Great Eastern Hwy & Stoneville Rd, Mundaring, WA, 6073","Mundaring","6073","Western Australia","Australia","1829.82","3400"
"Supermarket and Grocery Stores","Coles","Coles Highfields","1 Plaza Cir, Highfields, QLD, 4352","Highfields","4352","Queensland","Australia","1829.85","2800"
"Supermarket and Grocery Stores","Coles","Coles Queanbeyan","131 Monaro St, Queanbeyan, NSW, 2620","Queanbeyan","2620","New South Wales","Australia","1831.03","4800"
"Supermarket and Grocery Stores","Coles","Coles Morwell","82 George St, Morwell, VIC, 3840","Morwell","3840","Victoria","Australia","1832.21","4800"
"Supermarket and Grocery Stores","Coles","Coles Glen Innes","217 Grey Street, Glen Innes, NSW, 2370","Glen Innes","2370","New South Wales","Australia","1833.06","2200"
"Supermarket and Grocery Stores","Coles","Coles Katoomba","34 Parke Street, Katoomba, NSW, 2780","Katoomba","2780","New South Wales","Australia","1833.11","4400"
"Supermarket and Grocery Stores","Coles","Coles Goulburn","Auburn St & Clifford St, Goulburn, NSW, 2580","Goulburn","2580","New South Wales","Australia","1836.09","3500"
"Supermarket and Grocery Stores","Coles","Coles Traralgon","Franklin St & Grey St, Traralgon, VIC, 3844","Traralgon","3844","Victoria","Australia","1837.4","4700"
"Supermarket and Grocery Stores","Coles","Coles Traralgon Village","1 Lighthorse Avenue, Traralgon, VIC, Australia","","3844","Victoria","Australia","1837.62",""
"Supermarket and Grocery Stores","Coles","Coles Swan View","Gladstone Rd & Marlboro Ave, Swan View, WA, 6056","Swan View","6056","Western Australia","Australia","1840.23","3000"
"Supermarket and Grocery Stores","Coles","Coles Warwick","81 Palmerin Street, Warwick, QLD, 4370","Warwick","4370","Queensland","Australia","1841.39","3800"
"Supermarket and Grocery Stores","Costco","Adelaide","404-406 Churchill Rd, Kilburn, SA, Australia","Kilburn","5084","South Australia","Australia","1116.86","13500"
"Supermarket and Grocery Stores","Costco","Ardeer","740 Ballarat Road, Ardeer, VIC, Australia","Ardeer","3022","Victoria","Australia","1698.56",""
"Supermarket and Grocery Stores","Costco","Epping","60 Deveny Road, Epping, VIC, Australia","Lalor","3075","Victoria","Australia","1701.55","13700"
"Supermarket and Grocery Stores","Costco","Ringwood","29 Bond Street, Ringwood, VIC, Australia","Ringwood","3134","Victoria","Australia","1727.23","14300"
"Supermarket and Grocery Stores","Costco","Moorabbin","8 Chifley Dr Moorabbin Airport, VIC, Australia","Moorabbin Airport","3194","Victoria","Australia","1733.77","13600"
"Supermarket and Grocery Stores","Costco","Canberra","39-41 Mustang Ave Majura Park, Canberra Airport, ACT, Australia","Canberra Airport","2609","Australian Capital Territory","Australia","1824.29","12800"
"Supermarket and Grocery Stores","Drakes","Drakes Wallaroo","2 Owen Terrace","Wallaroo","5556","South Australia","Australia","985.49","2000"
"Supermarket and Grocery Stores","Drakes","Drakes Drakes Cellars Wallaroo","2 Owen Terrace, Wallaroo, SA, Australia","Wallaroo","5556","South Australia","Australia","985.52",""
"Supermarket and Grocery Stores","Drakes","Drakes Moonta","21 George Street","Moonta","5558","South Australia","Australia","998.22","1300"
"Supermarket and Grocery Stores","Drakes","Drakes Port Lincoln","82-100 Liverpool Street","Port Lincoln","5606","South Australia","Australia","1018.34","2500"
"Supermarket and Grocery Stores","Drakes","Drakes Ardrossan","6-8 Fifth Street","Ardrossan","5571","South Australia","Australia","1046.43","1300"
"Supermarket and Grocery Stores","Drakes","Drakes Gawler","Cnr Jacob Street & Reid Street","Gawler","5118","South Australia","Australia","1097.34","2400"
"Supermarket and Grocery Stores","Drakes","Drakes Angle Vale","121 - 129 Heaslip Road","Angle Vale","5117","South Australia","Australia","1097.76","2500"
"Supermarket and Grocery Stores","Drakes","Drakes Cellars Gawler East","4 Mullamar Way, Gawler East, SA, Australia","Gawler East","5118","South Australia","Australia","1099.06",""
"Supermarket and Grocery Stores","Drakes","Drakes Gawler East","4 Mullamar Way, Gawler East SA 5118, Australia","Gawler East","","South Australia","Australia","1099.09",""
"Supermarket and Grocery Stores","Drakes","Drakes Eyre","495 Stebonheath Road","","5121","South Australia","Australia","1102.55",""
"Supermarket and Grocery Stores","Drakes","Drakes Cellars Eyre","495 Stebonheath Road, Penfield, SA, Australia","Penfield","5121","South Australia","Australia","1102.61",""
"Supermarket and Grocery Stores","Drakes","Drakes Brave Logistics Pty Ltd","16 Stebonheath Road, Elizabeth West, SA, Australia","Elizabeth West","5113","South Australia","Australia","1103.5",""
"Supermarket and Grocery Stores","Drakes","Drakes Distribution Centre (SA)","17 Stebonheath Rd Edinburgh North SA 5113","Edinburgh North","5113","South Australia","Australia","1103.59",""
"Supermarket and Grocery Stores","Drakes","Drakes Elizabeth Park","110 Yorktown Road","Elizabeth Park","5113","South Australia","Australia","1105.7","2000"
"Supermarket and Grocery Stores","Drakes","Drakes North Haven","46 Osborne Road","North Haven","5018","South Australia","Australia","1106.28","2500"
"Supermarket and Grocery Stores","Drakes","Drakes Salisbury North","147 Whites Road","Salisbury North","5108","South Australia","Australia","1106.92","2500"
"Supermarket and Grocery Stores","Drakes","Drakes Semaphore","22 Semaphore Road","Semaphore","5019","South Australia","Australia","1110.18","1100"
"Supermarket and Grocery Stores","Drakes","Drakes Golden Grove","Cnr The Grove Way & The Golden Way","Golden Grove","5125","South Australia","Australia","1114.05","3400"
"Supermarket and Grocery Stores","Drakes","Drakes Royal Park","16 Tapleys Hill Road","Royal Park","5014","South Australia","Australia","1114.31","1100"
"Supermarket and Grocery Stores","Drakes","Drakes Mini Sunnybrook","Cnr The Golden Way & Sunnybrook Drive","Wynn Vale","5127","South Australia","Australia","1114.65","400"
"Supermarket and Grocery Stores","Drakes","Drakes Surrey Downs","246 Golden Grove Road","Surrey Downs","5126","South Australia","Australia","1115.89","1000"
"Supermarket and Grocery Stores","Drakes","Drakes Mini Walkley Heights","Cnr Wright Road & RM Williams Drive","Walkley Heights","5098","South Australia","Australia","1116.4","800"
"Supermarket and Grocery Stores","Drakes","Drakes Clovercrest","Cnr Montague Road & Kelly Road","Modbury","5092","South Australia","Australia","1117.02","2300"
"Supermarket and Grocery Stores","Drakes","Drakes Mini Grange","528 Grange Road","Henley Beach","5022","South Australia","Australia","1117.96","800"
"Supermarket and Grocery Stores","Drakes","Drakes Allenby Gardens","612 Port Road","Allenby Gardens","5009","South Australia","Australia","1118.32","1400"
"Supermarket and Grocery Stores","Drakes","Drakes Lightsview","Shop 1 163-169 Fosters Road","Northgate","5085","South Australia","Australia","1118.45",""
"Supermarket and Grocery Stores","Drakes","Drakes Findon","303 Grange Road","Findon","5023","South Australia","Australia","1118.71","2300"
"Supermarket and Grocery Stores","Drakes","Drakes Cellars Findon","303 Grange Road, Findon, SA, Australia","Findon","5023","South Australia","Australia","1118.73",""
"Supermarket and Grocery Stores","Drakes","Drakes Fulham Gardens","Cnr Tapleys Hill Road & Valetta Road","Fulham Gardens","5024","South Australia","Australia","1118.94","3000"
"Supermarket and Grocery Stores","Drakes","Drakes Hope Valley","1220 Grand Junction Road","Hope Valley","5090","South Australia","Australia","1119.59","2100"
"Supermarket and Grocery Stores","Drakes","Drakes Collinswood","6/31 North East Road","Collinswood","5081","South Australia","Australia","1120.57","800"
"Supermarket and Grocery Stores","Drakes","Drakes Mini West Beach","693 Burbridge Road","West Beach","5024","South Australia","Australia","1120.92","900"
"Supermarket and Grocery Stores","Drakes","Drakes Newton","Cnr Gorge Road & Newton Road","Newton","5074","South Australia","Australia","1121.9","3000"
"Supermarket and Grocery Stores","Drakes","Drakes Torrensville","159 Henley Beach Road","Mile End","5031","South Australia","Australia","1121.98","1300"
"Supermarket and Grocery Stores","Drakes","Drakes Wayville","43-51 Goodwood Road","Wayville","5034","South Australia","Australia","1125.23","1000"
"Supermarket and Grocery Stores","Drakes","Drakes Ascot Park","645 Marion Road","Ascot Park","5043","South Australia","Australia","1127.58","1700"
"Supermarket and Grocery Stores","Drakes","Drakes Mini Glenunga","297 Glen Osmond Road","Glenunga","5064","South Australia","Australia","1127.72",""
"Supermarket and Grocery Stores","Drakes","Drakes Castle Plaza","992 South Road","Edwardstown","5039","South Australia","Australia","1128.06","3800"
"Supermarket and Grocery Stores","Drakes","Drakes Blackwood","240 Main Road","Blackwood","5051","South Australia","Australia","1133.68","1400"
"Supermarket and Grocery Stores","Drakes","Drakes Hallett Cove","246 Lonsdale Road","Hallett Cove","5158","South Australia","Australia","1135.46","2900"
"Supermarket and Grocery Stores","Drakes","Drakes Aberfoyle Park","142 Hub Drive","Aberfoyle Park","5159","South Australia","Australia","1138.35","1500"
"Supermarket and Grocery Stores","Drakes","Drakes Woodcroft","Cnr Panatalinga Road & Bains Road","Morphett Vale","5162","South Australia","Australia","1140.16","2700"
"Supermarket and Grocery Stores","Drakes","Drakes Hackham","Cnr Penneys Hill Road & Main South Road","Hackham","5163","South Australia","Australia","1142.9","2300"
"Supermarket and Grocery Stores","Drakes","Drakes Seaford","Cnr Commercial Road & The Parade","Seaford","5169","South Australia","Australia","1145.22","3000"
"Supermarket and Grocery Stores","Drakes","Drakes Cellars Mount Barker","50A Wellington Road, Mount Barker, SA, Australia","Mount Barker","5251","South Australia","Australia","1149.73",""
"Supermarket and Grocery Stores","Drakes","Drakes Mini Mount Barker","50 Wellington Rd","Mount Barker","5251","South Australia","Australia","1149.75",""
"Supermarket and Grocery Stores","Drakes","Drakes Drakes Cellars Aston Hills","485 Heysen Boulevard, Mount Barker, SA, Australia","Mount Barker","5251","South Australia","Australia","1151.53",""
"Supermarket and Grocery Stores","Drakes","Drakes Aston Hills","Aston Parade, Mount Barker, SA, Australia","Mount Barker","5251","South Australia","Australia","1151.6","4500"
"Supermarket and Grocery Stores","Drakes","Drakes Aldinga","Cnr Aldinga Beach Road & Pridham Boulevard","Aldinga Beach","5173","South Australia","Australia","1153.34","3200"
"Supermarket and Grocery Stores","Drakes","Drakes Kingscote","Commercial Street","Kingscote","5223","South Australia","Australia","1163.55","1600"
"Supermarket and Grocery Stores","Drakes","Drakes Mini Mt Compass","Shop 1, 30-34 Victor Harbor Rd","Mount Compass","5210","South Australia","Australia","1166.7",""
"Supermarket and Grocery Stores","Drakes","Drakes Yankalilla","106 Main South Road, Yankalilla, SA, Australia","Yankalilla","5203","South Australia","Australia","1167.43","1500"
"Supermarket and Grocery Stores","Drakes","Drakes Murray Bridge","3 Swanport Road","Murray Bridge","5253","South Australia","Australia","1171.36","3100"
"Supermarket and Grocery Stores","Drakes","DRAKES VICTOR HARBOR","SHOP 1,1 TORRENS ROAD","Victor Harbor","5211","South Australia","Australia","1187.19","1900"
"Supermarket and Grocery Stores","Drakes","Drakes Mount Gambier","34A James Street, Mount Gambier, SA, Australia","Mount Gambier","5290","South Australia","Australia","1499.83",""
"Supermarket and Grocery Stores","Drakes","Drakes Whitsundays","93 Main Street, Proserpine, QLD, Australia","Proserpine","4800","Queensland","Australia","1640.57",""
"Supermarket and Grocery Stores","Drakes","Drakes Chinchilla","44 Middle Street","Chinchilla","4413","Queensland","Australia","1696.64","4000"
"Supermarket and Grocery Stores","Drakes","Drakes Biloela","59-69 Grevillea Street","Biloela","4715","Queensland","Australia","1705.67","2100"
"Supermarket and Grocery Stores","Drakes","Drakes Glenmore","309-315 Farm Street","Norman Gardens","4701","Queensland","Australia","1728.18","2500"
"Supermarket and Grocery Stores","Drakes","Drakes Emu Park","Cnr Hill Sreet & Emu Street","Emu Park","4710","Queensland","Australia","1760.68","2200"
"Supermarket and Grocery Stores","Drakes","Drakes Mundubbera","48-50 Lyons St","Mundubbera","4626","Queensland","Australia","1769.19","900"
"Supermarket and Grocery Stores","Drakes","Drakes Calliope","2041 Dawson Highway","Calliope","4680","Queensland","Australia","1782.86","2300"
"Supermarket and Grocery Stores","Drakes","Drakes Sun Valley","85 Sun Valley Road","Kin Kora","4680","Queensland","Australia","1789.08","2300"
"Supermarket and Grocery Stores","Drakes","Drakes Toowoomba","Cnr High Street & Meibusch Street","Rangeville","4350","Queensland","Australia","1832.23","2600"
"Supermarket and Grocery Stores","Fish & Seafood Retailers","Milner Meat & Seafood","Cnr Milner Rd and Gason St","Gillen","870","Northern Territory","Australia","230.76",""
"Supermarket and Grocery Stores","Fish & Seafood Retailers","Baldy's Fresh & Frozen Seafood","107 Bergmann Ave","Thevenard","5690","South Australia","Australia","708.64",""
"Supermarket and Grocery Stores","Fish & Seafood Retailers","Baldy's Fresh & Frozen Seafood","107 Bergmann Ave, Thevenard, SA 5690","Thevenard","5690","South Australia","Australia","708.64",""
